Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
1341;CA-2018-133074;21/9/2018;25/9/2018;Standard Class;DB-13615;Doug Bickford;Consumer;United States;San Francisco;California;94109;West;OFF-PA-10004082;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;55.86
1342;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10003846;Furniture;Chairs;Hon Valutask Swivel Chairs;272.646
1343;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;TEC-AC-10002647;Technology;Accessories;Logitech Wireless Boombox Speaker - portable - wireless, wired;212.8
1344;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;OFF-PA-10000807;Office Supplies;Paper;"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad";38.52
1345;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;72.64
1346;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;OFF-ST-10000615;Office Supplies;Storage;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;45.4
1347;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;OFF-PA-10002713;Office Supplies;Paper;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;13.76
1348;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;80.991
1349;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;OFF-BI-10000343;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";11.784
1350;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;4.36
1351;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;2888.127
1352;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;1299.66
1353;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2254.41
1354;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;TEC-PH-10000215;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;104.85
1355;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;TEC-AC-10001998;Technology;Accessories;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;59.97
1356;CA-2018-139619;19/9/2018;23/9/2018;Standard Class;ES-14080;Erin Smith;Corporate;United States;Melbourne;Florida;32935;South;OFF-ST-10003282;Office Supplies;Storage;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;95.616
1357;CA-2018-143378;19/9/2018;25/9/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Oregon;97477;West;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;191.976
1358;CA-2018-143378;19/9/2018;25/9/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Oregon;97477;West;OFF-AR-10001915;Office Supplies;Art;Peel-Off China Markers;23.832
1359;CA-2018-143378;19/9/2018;25/9/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Oregon;97477;West;FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";409.216
1360;CA-2018-143378;19/9/2018;25/9/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Oregon;97477;West;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;72.588
1361;US-2018-148866;19/9/2018;24/9/2018;Standard Class;JM-15535;Jessica Myrick;Consumer;United States;New York City;New York;10011;East;OFF-PA-10004782;Office Supplies;Paper;Xerox 228;32.4
1362;CA-2018-102974;19/9/2018;24/9/2018;Standard Class;DP-13105;Dave Poirier;Corporate;United States;Los Angeles;California;90032;West;TEC-AC-10000057;Technology;Accessories;Microsoft Natural Ergonomic Keyboard 4000;149.95
1363;CA-2018-102974;19/9/2018;24/9/2018;Standard Class;DP-13105;Dave Poirier;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10000914;Office Supplies;Art;Boston 16765 Mini Stand Up Battery Pencil Sharpener;23.32
1364;CA-2018-102974;19/9/2018;24/9/2018;Standard Class;DP-13105;Dave Poirier;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10004956;Office Supplies;Art;Newell 33;16.74
1365;CA-2018-139787;19/9/2018;23/9/2018;Standard Class;JP-16135;Julie Prescott;Home Office;United States;Columbus;Georgia;31907;South;OFF-AR-10002445;Office Supplies;Art;SANFORD Major Accent Highlighters;35.4
1366;CA-2018-153822;19/9/2018;25/9/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Phoenix;Arizona;85023;West;OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins;12.624
1367;CA-2018-153822;19/9/2018;25/9/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Phoenix;Arizona;85023;West;TEC-AC-10000109;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;89.584
1368;CA-2018-153822;19/9/2018;25/9/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Phoenix;Arizona;85023;West;TEC-PH-10002415;Technology;Phones;Polycom VoiceStation 500 Conference phone;471.92
1369;CA-2018-153822;19/9/2018;25/9/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10001460;Office Supplies;Binders;Plastic Binding Combs;18.18
1370;CA-2018-160801;19/9/2018;19/9/2018;Same Day;FG-14260;Frank Gastineau;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10001132;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";4.842
1371;CA-2018-106180;18/9/2018;23/9/2018;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-AR-10000940;Office Supplies;Art;Newell 343;8.82
1372;CA-2018-106180;18/9/2018;23/9/2018;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-EN-10004030;Office Supplies;Envelopes;Convenience Packs of Business Envelopes;10.86
1373;CA-2018-106180;18/9/2018;23/9/2018;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;94122;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;143.7
1374;CA-2018-133333;18/9/2018;22/9/2018;Standard Class;BF-11020;Barry Französisch;Corporate;United States;Green Bay;Wisconsin;54302;Central;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";22.72
1375;CA-2018-131016;18/9/2018;20/9/2018;First Class;DC-12850;Dan Campbell;Consumer;United States;Arlington;Texas;76017;Central;OFF-AR-10000122;Office Supplies;Art;Newell 314;8.928
1376;CA-2018-131016;18/9/2018;20/9/2018;First Class;DC-12850;Dan Campbell;Consumer;United States;Arlington;Texas;76017;Central;OFF-ST-10000352;Office Supplies;Storage;Acco Perma 2700 Stacking Storage Drawers;47.584
1377;CA-2018-148068;18/9/2018;25/9/2018;Standard Class;MM-18280;Muhammed MacIntyre;Corporate;United States;New York City;New York;10035;East;OFF-PA-10001639;Office Supplies;Paper;Xerox 203;19.44
1378;CA-2018-148068;18/9/2018;25/9/2018;Standard Class;MM-18280;Muhammed MacIntyre;Corporate;United States;New York City;New York;10035;East;FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;9.82
1379;CA-2018-134439;18/9/2018;23/9/2018;Second Class;TM-21010;Tamara Manning;Consumer;United States;Grand Island;Nebraska;68801;Central;OFF-PA-10004082;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;15.96
1380;CA-2018-166856;18/9/2018;22/9/2018;Standard Class;TS-21505;Tony Sayre;Consumer;United States;Clovis;New Mexico;88101;West;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;10.08
1381;CA-2018-166856;18/9/2018;22/9/2018;Standard Class;TS-21505;Tony Sayre;Consumer;United States;Clovis;New Mexico;88101;West;TEC-AC-10004992;Technology;Accessories;Kingston Digital DataTraveler 64GB USB 2.0;101.34
1382;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;TEC-PH-10001552;Technology;Phones;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;95.68
1383;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;OFF-PA-10000673;Office Supplies;Paper;Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad;50.96
1384;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;OFF-AR-10000380;Office Supplies;Art;Hunt PowerHouse Electric Pencil Sharpener, Blue;113.94
1385;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;OFF-PA-10003848;Office Supplies;Paper;Xerox 1997;25.92
1386;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;FUR-FU-10002963;Furniture;Furnishings;Master Caster Door Stop, Gray;20.32
1387;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;TEC-PH-10002447;Technology;Phones;AT&T CL83451 4-Handset Telephone;411.98
1388;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;OFF-SU-10004261;Office Supplies;Supplies;"Fiskars 8"" Scissors, 2/Pack";34.48
1389;CA-2018-164756;18/9/2018;22/9/2018;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Columbus;Georgia;31907;South;OFF-PA-10003228;Office Supplies;Paper;Xerox 1917;244.55
1390;CA-2018-140508;18/9/2018;21/9/2018;First Class;PA-19060;Pete Armstrong;Home Office;United States;Dallas;Texas;75220;Central;OFF-EN-10000927;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;114.848
1391;CA-2018-137470;17/9/2018;17/9/2018;Same Day;TP-21415;Tom Prescott;Consumer;United States;Seattle;Washington;98115;West;OFF-PA-10002001;Office Supplies;Paper;Xerox 1984;12.96
1392;CA-2018-157931;17/9/2018;22/9/2018;Second Class;MO-17800;Meg O'Connel;Home Office;United States;Roswell;Georgia;30076;South;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;723.92
1393;CA-2018-157931;17/9/2018;22/9/2018;Second Class;MO-17800;Meg O'Connel;Home Office;United States;Roswell;Georgia;30076;South;OFF-PA-10000474;Office Supplies;Paper;Easy-staple paper;106.32
1394;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-BI-10000829;Office Supplies;Binders;Avery Non-Stick Binders;10.776
1395;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-BI-10003712;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";11.784
1396;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-PA-10000062;Office Supplies;Paper;Green Bar Computer Printout Paper;164.88
1397;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;FUR-BO-10003404;Furniture;Bookcases;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;1292.94
1398;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-BI-10004233;Office Supplies;Binders;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";25.584
1399;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-ST-10001272;Office Supplies;Storage;Mini 13-1/2 Capacity Data Binder Rack, Pearl;261.74
1400;CA-2018-112515;17/9/2018;21/9/2018;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Provo;Utah;84604;West;OFF-LA-10001175;Office Supplies;Labels;Avery 514;14.4
1401;CA-2018-105669;17/9/2018;22/9/2018;Second Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Houston;Texas;77036;Central;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;9.912
1402;CA-2018-105669;17/9/2018;22/9/2018;Second Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Houston;Texas;77036;Central;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;318.43
1403;CA-2018-105669;17/9/2018;22/9/2018;Second Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Houston;Texas;77036;Central;OFF-BI-10002412;Office Supplies;Binders;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;5.8
1404;CA-2018-105669;17/9/2018;22/9/2018;Second Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Houston;Texas;77036;Central;TEC-PH-10002415;Technology;Phones;Polycom VoiceStation 500 Conference phone;1415.76
1405;CA-2018-126928;17/9/2018;23/9/2018;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;Morristown;New Jersey;7960;East;TEC-MA-10004626;Technology;Machines;Lexmark 20R1285 X6650 Wireless All-in-One Printer;480
1406;CA-2018-126928;17/9/2018;23/9/2018;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;Morristown;New Jersey;7960;East;OFF-ST-10000615;Office Supplies;Storage;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;34.05
1407;CA-2018-142293;17/9/2018;20/9/2018;First Class;SC-20380;Shahid Collister;Consumer;United States;Boise;Idaho;83704;West;TEC-AC-10001109;Technology;Accessories;Logitech Trackman Marble Mouse;89.97
1408;CA-2018-118136;16/9/2018;17/9/2018;First Class;BB-10990;Barry Blumstein;Corporate;United States;Inglewood;California;90301;West;OFF-PA-10002615;Office Supplies;Paper;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";8.82
1409;CA-2018-118136;16/9/2018;17/9/2018;First Class;BB-10990;Barry Blumstein;Corporate;United States;Inglewood;California;90301;West;OFF-AR-10001427;Office Supplies;Art;Newell 330;5.98
1410;CA-2018-144113;16/9/2018;20/9/2018;Standard Class;JF-15355;Jay Fein;Consumer;United States;Austin;Texas;78745;Central;OFF-EN-10001141;Office Supplies;Envelopes;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";17.568
1411;CA-2018-144113;16/9/2018;20/9/2018;Standard Class;JF-15355;Jay Fein;Consumer;United States;Austin;Texas;78745;Central;TEC-PH-10002170;Technology;Phones;ClearSounds CSC500 Amplified Spirit Phone Corded phone;55.992
1412;CA-2018-134173;16/9/2018;21/9/2018;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10004355;Office Supplies;Paper;Xerox 231;20.736
1413;CA-2018-136448;16/9/2018;18/9/2018;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Philadelphia;Pennsylvania;19143;East;TEC-AC-10001109;Technology;Accessories;Logitech Trackman Marble Mouse;71.976
1414;CA-2018-136448;16/9/2018;18/9/2018;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Philadelphia;Pennsylvania;19143;East;FUR-FU-10003832;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;22.512
1415;CA-2018-136448;16/9/2018;18/9/2018;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;3.444
1416;CA-2018-136448;16/9/2018;18/9/2018;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;538.194
1417;CA-2018-136448;16/9/2018;18/9/2018;First Class;AS-10090;Adam Shillingsburg;Consumer;United States;Philadelphia;Pennsylvania;19143;East;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;47.984
1418;CA-2018-112984;16/9/2018;18/9/2018;Second Class;EH-14185;Evan Henry;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003657;Office Supplies;Paper;Xerox 1927;20.544
1419;CA-2018-130715;16/9/2018;20/9/2018;Standard Class;CY-12745;Craig Yedwab;Corporate;United States;San Francisco;California;94110;West;OFF-FA-10000621;Office Supplies;Fasteners;OIC Colored Binder Clips, Assorted Sizes;17.9
1420;CA-2018-130043;15/9/2018;19/9/2018;Standard Class;BB-11545;Brenda Bowman;Corporate;United States;Houston;Texas;77070;Central;OFF-PA-10002230;Office Supplies;Paper;Xerox 1897;31.872
1421;CA-2018-163020;15/9/2018;19/9/2018;Standard Class;MO-17800;Meg O'Connel;Home Office;United States;New York City;New York;10009;East;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;35.56
1422;CA-2018-132353;15/9/2018;17/9/2018;First Class;DB-13060;Dave Brooks;Consumer;United States;Chicago;Illinois;60653;Central;TEC-PH-10004536;Technology;Phones;Avaya 5420 Digital phone;323.976
1423;CA-2018-121888;15/9/2018;17/9/2018;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;TEC-PH-10000439;Technology;Phones;GE DSL Phone Line Filter;39.99
1424;CA-2018-121888;15/9/2018;17/9/2018;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;OFF-AR-10003478;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;16.28
1425;CA-2018-121888;15/9/2018;17/9/2018;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;782.94
1426;CA-2018-121888;15/9/2018;17/9/2018;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;OFF-BI-10001765;Office Supplies;Binders;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;242.48
1427;US-2018-163300;15/9/2018;21/9/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;2357.488
1428;US-2018-163300;15/9/2018;21/9/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;369.544
1429;US-2018-163300;15/9/2018;21/9/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184.752
1430;CA-2018-145737;15/9/2018;20/9/2018;Standard Class;AB-10165;Alan Barnes;Consumer;United States;Lebanon;Tennessee;37087;South;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;163.96
1431;US-2018-116652;15/9/2018;19/9/2018;Standard Class;RD-19480;Rick Duston;Consumer;United States;San Francisco;California;94122;West;FUR-CH-10002961;Furniture;Chairs;Leather Task Chair, Black;218.352
1432;US-2018-116652;15/9/2018;19/9/2018;Standard Class;RD-19480;Rick Duston;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10001488;Furniture;Furnishings;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";529.9
1433;US-2018-116652;15/9/2018;19/9/2018;Standard Class;RD-19480;Rick Duston;Consumer;United States;San Francisco;California;94122;West;OFF-AR-10001915;Office Supplies;Art;Peel-Off China Markers;99.3
1434;US-2018-116652;15/9/2018;19/9/2018;Standard Class;RD-19480;Rick Duston;Consumer;United States;San Francisco;California;94122;West;OFF-AP-10001205;Office Supplies;Appliances;Belkin 5 Outlet SurgeMaster Power Centers;108.96
1435;US-2018-116652;15/9/2018;19/9/2018;Standard Class;RD-19480;Rick Duston;Consumer;United States;San Francisco;California;94122;West;OFF-BI-10004528;Office Supplies;Binders;Cardinal Poly Pocket Divider Pockets for Ring Binders;2.688
1436;CA-2018-124205;15/9/2018;19/9/2018;Standard Class;TC-21145;Theresa Coyne;Corporate;United States;Lakewood;New Jersey;8701;East;FUR-FU-10002445;Furniture;Furnishings;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;47.4
1437;CA-2018-124205;15/9/2018;19/9/2018;Standard Class;TC-21145;Theresa Coyne;Corporate;United States;Lakewood;New Jersey;8701;East;FUR-CH-10003606;Furniture;Chairs;SAFCO Folding Chair Trolley;512.96
1438;CA-2018-124205;15/9/2018;19/9/2018;Standard Class;TC-21145;Theresa Coyne;Corporate;United States;Lakewood;New Jersey;8701;East;TEC-PH-10002115;Technology;Phones;Plantronics 81402;395.94
1439;CA-2018-124205;15/9/2018;19/9/2018;Standard Class;TC-21145;Theresa Coyne;Corporate;United States;Lakewood;New Jersey;8701;East;OFF-ST-10000934;Office Supplies;Storage;"Contico 72""H Heavy-Duty Storage System";81.96
1440;CA-2018-146185;15/9/2018;19/9/2018;Standard Class;CC-12145;Charles Crestani;Consumer;United States;Houston;Texas;77095;Central;OFF-AR-10002987;Office Supplies;Art;Prismacolor Color Pencil Set;31.744
1441;CA-2018-134418;15/9/2018;20/9/2018;Standard Class;GM-14500;Gene McClure;Consumer;United States;Seattle;Washington;98103;West;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;12.42
1442;CA-2018-139822;15/9/2018;21/9/2018;Standard Class;Dp-13240;Dean percer;Home Office;United States;Waterbury;Connecticut;6708;East;OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;38.62
1443;CA-2018-139822;15/9/2018;21/9/2018;Standard Class;Dp-13240;Dean percer;Home Office;United States;Waterbury;Connecticut;6708;East;TEC-AC-10001090;Technology;Accessories;Micro Innovations Wireless Classic Keyboard with Mouse;59.98
1444;CA-2018-165008;15/9/2018;17/9/2018;Second Class;DO-13645;Doug O'Connell;Consumer;United States;Salt Lake City;Utah;84106;West;OFF-BI-10002794;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";295.056
1445;CA-2018-127096;15/9/2018;17/9/2018;Second Class;CS-12400;Christopher Schild;Home Office;United States;San Francisco;California;94109;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;300.904
1446;CA-2018-114440;14/9/2018;17/9/2018;Second Class;TB-21520;Tracy Blumstein;Consumer;United States;Jackson;Michigan;49201;Central;OFF-PA-10004675;Office Supplies;Paper;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";19.05
1447;CA-2018-147725;14/9/2018;14/9/2018;Same Day;LT-17110;Liz Thompson;Consumer;United States;Orange;New Jersey;7050;East;OFF-AR-10001725;Office Supplies;Art;Boston Home & Office Model 2000 Electric Pencil Sharpeners;70.95
1448;US-2018-157224;14/9/2018;18/9/2018;Second Class;JB-16000;Joy Bell-;Consumer;United States;Los Angeles;California;90045;West;OFF-LA-10000121;Office Supplies;Labels;Avery 48;56.7
1449;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;3.882
1450;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;TEC-MA-10002930;Technology;Machines;Ricoh - Ink Collector Unit for GX3000 Series Printers;12.585
1451;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;113.372
1452;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;18.312
1453;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001057;Furniture;Furnishings;Tensor Track Tree Floor Lamp;127.936
1454;CA-2018-156237;14/9/2018;15/9/2018;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;TEC-MA-10001681;Technology;Machines;Lexmark MarkNet N8150 Wireless Print Server;241.17
1455;CA-2018-115882;14/9/2018;17/9/2018;First Class;DB-13555;Dorothy Badders;Corporate;United States;Raleigh;North Carolina;27604;South;OFF-AP-10002534;Office Supplies;Appliances;3.6 Cubic Foot Counter Height Office Refrigerator;942.784
1456;CA-2018-115882;14/9/2018;17/9/2018;First Class;DB-13555;Dorothy Badders;Corporate;United States;Raleigh;North Carolina;27604;South;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;74.352
1457;CA-2018-152975;14/9/2018;16/9/2018;First Class;RB-19705;Roger Barcio;Home Office;United States;New York City;New York;10035;East;TEC-PH-10004586;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;1079.85
1458;CA-2018-152975;14/9/2018;16/9/2018;First Class;RB-19705;Roger Barcio;Home Office;United States;New York City;New York;10035;East;OFF-ST-10001370;Office Supplies;Storage;Sensible Storage WireTech Storage Systems;70.98
1459;CA-2018-152975;14/9/2018;16/9/2018;First Class;RB-19705;Roger Barcio;Home Office;United States;New York City;New York;10035;East;OFF-AR-10001988;Office Supplies;Art;Bulldog Table or Wall-Mount Pencil Sharpener;29.95
